3.1744921,-0.09694891
8.709834,-1.7831806
9.32313,-2.5727885
8.663465,-1.1733506
2.2310681,0.0822606
2.099977,0.15417863
1.8999038,0.16571346
11.04664,0.5501255
1.7667896,0.5828281
1.4766018,0.29884103
6.859257,4.9442353
-1.5592109,1.4026389
-0.60189575,0.44257483
-0.9148549,0.80249166
-1.1564394,0.610129
-1.4457998,0.5223973
-1.9699687,1.4343479
-2.6634552,1.4424384
-1.9419756,0.7518071
3.1744921,-0.09694891
3.0352798,0.034371387
2.7212272,-0.16677292
8.663465,-1.1733506
2.2310681,0.0822606
2.1182106,0.13014835
1.9668144,0.25476626
1.729021,0.23688003
1.6828024,0.17033195
1.5495296,0.23497432
7.8071856,4.86324
6.42374,5.951929
-0.776578,1.3559211
-1.164208,1.3863262
-0.356947,0.5404773
-0.5885658,0.4729983
-2.6227138,1.4708534
-0.8601913,0.65248054
-1.0916651,0.59399396
-1.356714,0.9492363
-1.3734173,0.65144
-1.5339586,0.6818362
-1.7632189,0.56376225
-1.9419756,0.7518071
8.709834,-1.7831806
2.6897254,-0.14829881
2.4073913,-0.013325802
2.2310681,0.0822606
2.099977,0.15417863
1.9668144,0.25476626
1.729021,0.23688003
1.7247355,0.121178605
1.7667896,0.5828281
1.463143,0.515207
6.859257,4.9442353
-0.776578,1.3559211
-0.24331579,0.47322875
-1.5592109,1.4026389
-0.48006836,0.51457304
-0.60189575,0.44257483
-2.8201993,1.4915563
-0.9148549,0.80249166
-1.0916651,0.59399396
-1.356714,0.9492363
-1.3734173,0.65144
-1.5339586,0.6818362
-1.7632189,0.56376225
3.1744921,-0.09694891
3.0352798,0.034371387
2.7212272,-0.16677292
8.663465,-1.1733506
2.2310681,0.0822606
2.1182106,0.13014835
1.9668144,0.25476626
1.729021,0.23688003
1.6828024,0.17033195
1.4766018,0.29884103
6.859257,4.9442353
-0.776578,1.3559211
-1.164208,1.3863262
-0.356947,0.5404773
-0.5885658,0.4729983
-2.8201993,1.4915563
-0.9148549,0.80249166
-1.1564394,0.610129
-1.4457998,0.5223973
-1.9699687,1.4343479
-2.6634552,1.4424384
-1.9419756,0.7518071
8.709834,-1.7831806
9.32313,-2.5727885
2.5938628,-0.11115502
2.3849683,0.27866587
2.2720966,-0.123356566
2.0828328,0.0149451
1.9582947,0.45232728
1.7247355,0.121178605
1.5495296,0.23497432
1.463143,0.515207
6.2579074,5.121836
-1.2355299,1.3999357
-0.48006836,0.51457304
-0.60189575,0.44257483
-0.7306369,0.4644942
-1.0020068,0.71294063
-1.2044859,0.61742884
-1.3734173,0.65144
-1.5339586,0.6818362
-1.7632189,0.56376225
3.1744921,-0.09694891
2.6897254,-0.14829881
2.4073913,-0.013325802
2.2720966,-0.123356566
1.9668144,0.25476626
1.729021,0.23688003
1.6828024,0.17033195
1.4766018,0.29884103
6.859257,4.9442353
-0.776578,1.3559211
-1.164208,1.3863262
-0.356947,0.5404773
-0.5885658,0.4729983
-2.8201993,1.4915563
-1.0020068,0.71294063
-1.2044859,0.61742884
-1.4424874,0.67332
-1.6430199,0.9154704
-1.837695,0.5510381
1.752272,0.20364486
-0.5885658,0.4729983
-1.4424874,0.67332
3.1744921,-0.09694891
9.32313,-2.5727885
8.663465,-1.1733506
2.2720966,-0.123356566
1.8999038,0.16571346
11.04664,0.5501255
1.5495296,0.23497432
6.859257,4.9442353
-1.2355299,1.3999357
-2.8201993,1.4915563
-0.9148549,0.80249166
-1.2044859,0.61742884
-1.3734173,0.65144
-1.6430199,0.9154704
-1.9419756,0.7518071
8.709834,-1.7831806
9.32313,-2.5727885
8.663465,-1.1733506
2.2720966,-0.123356566
2.0828328,0.0149451
1.729021,0.23688003
1.6828024,0.17033195
7.8071856,4.86324
6.42374,5.951929
-0.776578,1.3559211
-1.164208,1.3863262
-0.48006836,0.51457304
-2.6227138,1.4708534
-0.8601913,0.65248054
-1.1564394,0.610129
-1.4457998,0.5223973
-1.9699687,1.4343479
-1.7632189,0.56376225
